Ayden, Physics, Homework, 62.41010000539412 
Andrew, Pre-algebra, Homework, 70.31672259713491 
Andrew, Pre-algebra, Homework, 69.41263723706243 
Andrew, Pre-algebra, Homework, 41.05348751241176 
Andrew, Pre-algebra, Homework, 49.1028154357284 
Andrew, Pre-algebra, Homework, 67.08056446810505 
Andrew, Pre-algebra, Homework, 81.4225181637324 
Andrew, Pre-algebra, Homework, 98.61181471849987 
Andrew, Pre-algebra, Homework, 42.381918144754366 
Andrew, Pre-algebra, Classwork, 95.52938351186579 
Andrew, Pre-algebra, Classwork, 82.99545275990718 
Andrew, Pre-algebra, Classwork, 74.25306491662334 
Andrew, Pre-algebra, Classwork, 60.63316528913147 
Andrew, Pre-algebra, Classwork, 81.3170571107082 
Andrew, Pre-algebra, Classwork, 84.95462748285505 
Andrew, Pre-algebra, Classwork, 52.33406362796734 
Andrew, Pre-algebra, Classwork, 73.79311898152582 
Andrew, Pre-algebra, Classwork, 96.26740972533554 
Andrew, Pre-algebra, Classwork, 62.62537320423978 
Andrew, Pre-algebra, Classwork, 83.04113350608782 
Andrew, Pre-algebra, Classwork, 87.8384355386455 
Andrew, Pre-algebra, Classwork, 61.3406526515392 
Andrew, Pre-algebra, Classwork, 70.59373870459152 
Andrew, Pre-algebra, Classwork, 48.548901963355 
Andrew, Pre-algebra, Classwork, 49.53094436032087 
Andrew, Pre-algebra, Classwork, 86.57999905238977 
Andrew, Pre-algebra, Classwork, 89.21980519915593 
Andrew, Pre-algebra, Classwork, 84.1524580962643 
Andrew, Pre-algebra, Classwork, 85.07373282208886 
Andrew, Pre-algebra, Quiz, 76.90284798306425 
Andrew, Pre-algebra, Quiz, 55.190314827201064 
Andrew, Pre-algebra, Quiz, 94.632406254453 
Andrew, Pre-algebra, Quiz, 84.50843366921725 
Andrew, Pre-algebra, Quiz, 66.08228776210724 
Andrew, Pre-algebra, Quiz, 49.37502406672187 
Andrew, Pre-algebra, Quiz, 54.60862853712083 
Andrew, Pre-algebra, Quiz, 47.97904697196685 
Andrew, Pre-algebra, Quiz, 67.25694722241305 
Andrew, Pre-algebra, Quiz, 57.22537448574707 
Andrew, Pre-algebra, Quiz, 54.135792129120624 
Andrew, Pre-algebra, Quiz, 72.7339413349349 
Andrew, Pre-algebra, Quiz, 89.73612826878855 
Andrew, Pre-algebra, Quiz, 86.19441600579248 
Andrew, Pre-algebra, Quiz, 82.45351456972679 
Andrew, Pre-algebra, Quiz, 59.14066742813196 
Andrew, Pre-algebra, Quiz, 80.82587845376747 
Andrew, Pre-algebra, Quiz, 89.01197555619441 
Andrew, Pre-algebra, Quiz, 97.06014944890231 
Andrew, Pre-algebra, Quiz, 70.45508200667885 
Andrew, Pre-algebra, Test, 56.26496317808119 
Andrew, Pre-algebra, Test, 88.42932292352414 
Andrew, Pre-algebra, Test, 50.831868398070846 
Andrew, Pre-algebra, Test, 45.98974337214483 
Andrew, Pre-algebra, Test, 87.38134034544379 
Andrew, Pre-algebra, Test, 67.32766151085553 
Andrew, Pre-algebra, Test, 94.67509566217876 
Andrew, Pre-algebra, Test, 92.35046818358947 
Andrew, Pre-algebra, Test, 80.80670013644331 
Andrew, Pre-algebra, Test, 94.15676479899398 
Andrew, Pre-algebra, Test, 86.10485273298089 
Andrew, Pre-algebra, Test, 77.40649187047788 
Andrew, Pre-algebra, Test, 63.77248025533761 
Andrew, Pre-algebra, Test, 58.25602917058646 
Andrew, Pre-algebra, Test, 78.7045742109478 
Andrew, Pre-algebra, Test, 77.82836020104719 
Andrew, Pre-algebra, Test, 94.81705339596729 
Andrew, Pre-algebra, Test, 87.91774220773749 
Andrew, Pre-algebra, Test, 64.64470929370663 
Andrew, Pre-algebra, Test, 99.2265375934752 
Andrew, English, Homework, 49.65167569842623 
Andrew, English, Homework, 74.24745358398769 
Andrew, English, Homework, 66.29133374432993 
Andrew, English, Homework, 84.91502072217196 
Andrew, English, Homework, 80.84699172316198 
Andrew, English, Homework, 71.38055214332527 
Andrew, English, Homework, 78.4134231697534 
Andrew, English, Homework, 60.078576231597225 
Andrew, English, Homework, 94.52482797678746 
Andrew, English, Homework, 45.013318781671224 
Andrew, English, Homework, 42.73512702952189 
Andrew, English, Homework, 87.28197721584883 
Andrew, English, Homework, 67.5944572270863 
Andrew, English, Homework, 40.90522829225099 
Andrew, English, Homework, 54.55046385837891 
Andrew, English, Homework, 54.93964619836741 
Andrew, English, Homework, 91.79955684739926 
Andrew, English, Homework, 41.20348165782276 
Andrew, English, Homework, 63.447165839023654 
Andrew, English, Homework, 93.13475105738175 
Andrew, English, Classwork, 94.00290575272211 
Andrew, English, Classwork, 86.51448746490752 
Andrew, English, Classwork, 98.19754227198153 
Andrew, English, Classwork, 55.4905461767282 
Andrew, English, Classwork, 72.9226027693862 
Andrew, English, Classwork, 88.36960536558475 
Andrew, English, Classwork, 85.35085179720282 
Andrew, English, Classwork, 70.56495916566286 
Andrew, English, Classwork, 42.99497850445874 
Andrew, English, Classwork, 55.23830523832486 
Andrew, English, Classwork, 96.20741553249434 
Andrew, English, Classwork, 58.184084371909655 
Andrew, English, Classwork, 43.155989691330056 
Andrew, English, Classwork, 48.66312181330101 
Andrew, English, Classwork, 97.48934135675461 
Andrew, English, Classwork, 72.66890361514864 
Andrew, English, Classwork, 40.350068594915626 
Andrew, English, Classwork, 70.43741101153434 
Andrew, English, Classwork, 82.86133537909382 
Andrew, English, Classwork, 46.17097259953021 
Andrew, English, Quiz, 49.498934998864186 
Andrew, English, Quiz, 83.53082681797113 
Andrew, English, Quiz, 95.65645818679585 
Andrew, English, Quiz, 46.47521097156114 
Andrew, English, Quiz, 48.725310512736215 
Andrew, English, Quiz, 47.611613198638324 
Andrew, English, Quiz, 60.65265339092127 
Andrew, English, Quiz, 84.5923052192009 
Andrew, English, Quiz, 90.84012595536629 
Andrew, English, Quiz, 94.23579971997762 
Andrew, English, Quiz, 44.34033199793515 
Andrew, English, Quiz, 44.6839364593312 
Andrew, English, Quiz, 45.05293163454936 
Andrew, English, Quiz, 49.08688750947166 
Andrew, English, Quiz, 86.64030337860652 
Andrew, English, Quiz, 73.28033352077416 
Andrew, English, Quiz, 78.67366073745715 
Andrew, English, Quiz, 44.90858552729785 
Andrew, English, Quiz, 86.85957266222948 
Andrew, English, Quiz, 71.35904499716221 
Andrew, English, Test, 71.06055393552523 
Andrew, English, Test, 92.27474479373345 
Andrew, English, Test, 61.79293012290384 
Andrew, English, Test, 55.66028833126279 
Andrew, English, Test, 53.058486742092164 
Andrew, English, Test, 55.7928527214425 
Andrew, English, Test, 76.92413297334384 
Andrew, English, Test, 56.10347556875003 
Andrew, English, Test, 58.32104358102623 
Andrew, English, Test, 63.408616742606014 
Andrew, English, Test, 95.70508570553493 
Andrew, English, Test, 72.46907186382023 
Andrew, English, Test, 63.17985887707856 
Andrew, English, Test, 56.362062831129705 
Andrew, English, Test, 59.98333878866316 
Andrew, English, Test, 52.705240750035344 
Andrew, English, Test, 99.01154282358931 
Andrew, English, Test, 78.33494971671365 
Andrew, English, Test, 47.0100037312725 
Andrew, English, Test, 40.25084380859049 
Andrew, Social Studies, Homework, 82.31696534406368 
Andrew, Social Studies, Homework, 57.50773373638204 
Andrew, Social Studies, Homework, 93.46201055190032 
Andrew, Social Studies, Homework, 66.318081235488 
Andrew, Social Studies, Homework, 73.31185683663021 
Andrew, Social Studies, Homework, 43.67916735085135 
Andrew, Social Studies, Homework, 64.71124974064217 
Andrew, Social Studies, Homework, 75.74822195289224 
Andrew, Social Studies, Homework, 66.66855056241367 
Andrew, Social Studies, Homework, 63.57256258759802 
Andrew, Social Studies, Homework, 68.5421546043111 
Andrew, Social Studies, Homework, 98.81479325603541 
Andrew, Social Studies, Homework, 82.3695206132177 
Andrew, Social Studies, Homework, 67.14616119517088 
Andrew, Social Studies, Homework, 57.35529911487146 
Andrew, Social Studies, Homework, 40.45341068730687 
Andrew, Social Studies, Homework, 80.69239447391038 
Andrew, Social Studies, Homework, 81.46180546420726 
Andrew, Social Studies, Homework, 67.4262041164614 
Andrew, Social Studies, Homework, 48.99223801458131 
Andrew, Social Studies, Classwork, 93.21882475269989 
Andrew, Social Studies, Classwork, 47.53904755218832 
Andrew, Social Studies, Classwork, 45.72895694799135 
Andrew, Social Studies, Classwork, 54.9683010124071 
Andrew, Social Studies, Classwork, 86.24454025496493 
Andrew, Social Studies, Classwork, 84.78641824181543 
Andrew, Social Studies, Classwork, 71.44071038103183 
Andrew, Social Studies, Classwork, 43.60860233559929 
Andrew, Social Studies, Classwork, 45.87606577157508 
Andrew, Social Studies, Classwork, 61.74320580079649 
Andrew, Social Studies, Classwork, 88.69031154505552 
Andrew, Social Studies, Classwork, 48.657925777259514 
Andrew, Social Studies, Classwork, 58.26466090815245 
Andrew, Social Studies, Classwork, 58.055208763617614 
Andrew, Social Studies, Classwork, 94.69113876588716 
Andrew, Social Studies, Classwork, 42.114822930567854 
Andrew, Social Studies, Classwork, 62.313329595508776 
Andrew, Social Studies, Classwork, 96.63006402551937 
Andrew, Social Studies, Classwork, 94.54849207851306 
Andrew, Social Studies, Classwork, 58.087012949058575 
Andrew, Social Studies, Quiz, 75.15631010914379 
Andrew, Social Studies, Quiz, 71.86884407112693 
Andrew, Social Studies, Quiz, 90.45734761851817 
Andrew, Social Studies, Quiz, 45.09769977595922 
Andrew, Social Studies, Quiz, 98.54699701773959 
Andrew, Social Studies, Quiz, 98.02251253396864 
Andrew, Social Studies, Quiz, 47.070390663318115 
Andrew, Social Studies, Quiz, 98.60883860884408 
Andrew, Social Studies, Quiz, 41.24128564934616 
Andrew, Social Studies, Quiz, 68.24545480477755 
Andrew, Social Studies, Quiz, 40.489773746364 
Andrew, Social Studies, Quiz, 92.58723524105432 
Andrew, Social Studies, Quiz, 67.81661483704784 
Andrew, Social Studies, Quiz, 43.53650255371452 
Andrew, Social Studies, Quiz, 69.38205066796488 
Andrew, Social Studies, Quiz, 43.92040728535637 
Andrew, Social Studies, Quiz, 99.22260742990211 
Andrew, Social Studies, Quiz, 78.2894479904856 
Andrew, Social Studies, Quiz, 46.492908858081506 
Andrew, Social Studies, Quiz, 67.48641111021075 
Andrew, Social Studies, Test, 83.30795792461825 
Andrew, Social Studies, Test, 51.7894742877929 
Andrew, Social Studies, Test, 78.74722957286289 
Andrew, Social Studies, Test, 65.06187109059496 
Andrew, Social Studies, Test, 45.80612051103841 
Andrew, Social Studies, Test, 82.3194922836246 
Andrew, Social Studies, Test, 66.36335469514727 
Andrew, Social Studies, Test, 74.5627497020345 
Andrew, Social Studies, Test, 67.42263653893289 
Andrew, Social Studies, Test, 83.29829023601947 
Andrew, Social Studies, Test, 52.031554257289905 
Andrew, Social Studies, Test, 57.59990978516472 
Andrew, Social Studies, Test, 60.33496935099677 
Andrew, Social Studies, Test, 53.59359069812805 
Andrew, Social Studies, Test, 69.3434124197026 
Andrew, Social Studies, Test, 94.36814388140353 
Andrew, Social Studies, Test, 43.033647711043876 
Andrew, Social Studies, Test, 63.12096527784125 
Andrew, Social Studies, Test, 63.09969687169442 
Andrew, Social Studies, Test, 70.6936649214438 
Harrison, Physics, Homework, 66.19350222990629 
Harrison, Physics, Homework, 70.99305231595058 
Harrison, Physics, Homework, 84.21767187166373 
Harrison, Physics, Homework, 63.40781715048176 
Harrison, Physics, Homework, 78.20877999317149 
Harrison, Physics, Homework, 80.08911881048832 
Harrison, Physics, Homework, 45.61561407321115 
Harrison, Physics, Homework, 76.36557458674991 
Harrison, Physics, Homework, 54.59941969648929 
Harrison, Physics, Homework, 91.00723339481212 
Harrison, Physics, Homework, 48.22300111642145 
Harrison, Physics, Homework, 56.08145277079292 
Harrison, Physics, Homework, 74.79677108560273 
Harrison, Physics, Homework, 40.7871391250205 
Harrison, Physics, Homework, 53.1184473855217 
Harrison, Physics, Homework, 62.31285822926382 
Harrison, Physics, Homework, 92.47086248504601 
Harrison, Physics, Homework, 47.207546005408425 
Harrison, Physics, Homework, 89.21906734613978 
Harrison, Physics, Homework, 52.7610424451383 
Harrison, Physics, Classwork, 94.49655786304213 
Harrison, Physics, Classwork, 74.2334837116171 
Harrison, Physics, Classwork, 74.63088444987727 
Harrison, Physics, Classwork, 61.7080413758605 
Harrison, Physics, Classwork, 42.81647720196926 
Harrison, Physics, Classwork, 83.74298938743766 
Harrison, Physics, Classwork, 71.34213609541034 
Harrison, Physics, Classwork, 76.23085102070404 
Harrison, Physics, Classwork, 77.0368258951444 
Harrison, Physics, Classwork, 61.26422709185984 
Harrison, Physics, Classwork, 47.73529722118359 
Harrison, Physics, Classwork, 98.61382721920691 
Harrison, Physics, Classwork, 69.52318778785133 
Harrison, Physics, Classwork, 55.797485839717325 
Harrison, Physics, Classwork, 81.08832137267525 
Harrison, Physics, Classwork, 70.8318983643262 
Harrison, Physics, Classwork, 81.19032595581544 
Harrison, Physics, Classwork, 89.93774643386877 
Harrison, Physics, Classwork, 41.563222371763025 
Harrison, Physics, Classwork, 83.33116519574078 
Harrison, Physics, Quiz, 42.04707258005578 
Harrison, Physics, Quiz, 93.87917219323552 
Harrison, Physics, Quiz, 46.58720790723759 
Harrison, Physics, Quiz, 49.93404453973106 
Harrison, Physics, Quiz, 80.01006669655828 
Harrison, Physics, Quiz, 85.91392459042439 
Harrison, Physics, Quiz, 73.30339751264924 
Harrison, Physics, Quiz, 90.73088516609316 
Harrison, Physics, Quiz, 76.65013237999162 
Harrison, Physics, Quiz, 52.18110078058055 
Harrison, Physics, Quiz, 53.58770330498897 
Harrison, Physics, Quiz, 54.47410096792926 
Harrison, Physics, Quiz, 96.77256965944892 
Harrison, Physics, Quiz, 98.79301508138039 
Harrison, Physics, Quiz, 54.25571143087833 
Harrison, Physics, Quiz, 82.89576864518415 
Harrison, Physics, Quiz, 70.56343186369153 
Harrison, Physics, Quiz, 65.44907672952083 
Harrison, Physics, Quiz, 86.01637885242721 
Harrison, Physics, Quiz, 69.68040999709149 
Harrison, Physics, Test, 87.4753299777209 
Harrison, Physics, Test, 73.01578561507246 
Harrison, Physics, Test, 87.31681770558508 
Harrison, Physics, Test, 77.9643280755146 
Harrison, Physics, Test, 73.99205866091168 
Harrison, Physics, Test, 93.75317859650197 
Harrison, Physics, Test, 63.50304459482352 
Harrison, Physics, Test, 53.63784713070308 
Harrison, Physics, Test, 96.38630154594003 
Harrison, Physics, Test, 65.60673460705249 
Harrison, Physics, Test, 94.68223376420315 
Harrison, Physics, Test, 76.75560334579936 
Harrison, Physics, Test, 76.74342175172957 
Harrison, Physics, Test, 89.13119638065638 
Harrison, Physics, Test, 99.66529315073419 
Harrison, Physics, Test, 60.33781613643605 
Harrison, Physics, Test, 42.10137010951044 
Harrison, Physics, Test, 78.9783486603587 
Harrison, Physics, Test, 50.54847246512068 
Harrison, Physics, Test, 73.34107876171566 
Harrison, Computer Science, Homework, 47.714860334320086 
Harrison, Computer Science, Homework, 59.63667317926851 
Harrison, Computer Science, Homework, 56.4919389877146 
Harrison, Computer Science, Homework, 98.09884799292752 
Harrison, Computer Science, Homework, 44.734580116303135 
Harrison, Computer Science, Homework, 55.23603998067287 
Harrison, Computer Science, Homework, 73.42923027208268 
Harrison, Computer Science, Homework, 99.78862115300149 
Harrison, Computer Science, Homework, 51.80241316345015 
Harrison, Computer Science, Homework, 70.40778249225558 
Harrison, Computer Science, Homework, 54.8760549754451 
Harrison, Computer Science, Homework, 40.5159545640164 
Harrison, Computer Science, Homework, 76.50540221275719 
Harrison, Computer Science, Homework, 85.68284802934218 
Harrison, Computer Science, Homework, 97.86614499377376 
Harrison, Computer Science, Homework, 80.38549766957598 
Harrison, Computer Science, Homework, 68.71634308121182 
Harrison, Computer Science, Homework, 41.93936279840075 
Harrison, Computer Science, Homework, 68.1645804987852 
Harrison, Computer Science, Homework, 42.168562981351386 
Harrison, Computer Science, Classwork, 59.88852278732951 
Harrison, Computer Science, Classwork, 62.87489934240246 
Harrison, Computer Science, Classwork, 59.77344619265074 
Harrison, Computer Science, Classwork, 46.236112680932806 
Harrison, Computer Science, Classwork, 58.71788746618087 
Harrison, Computer Science, Classwork, 95.28554022710816 
Harrison, Computer Science, Classwork, 87.9392442712817 
Harrison, Computer Science, Classwork, 44.70054572875439 
Harrison, Computer Science, Classwork, 99.41848524151946 
Harrison, Computer Science, Classwork, 58.12235226362567 
Harrison, Computer Science, Classwork, 40.712233122064525 
Harrison, Computer Science, Classwork, 64.39192337347788 
Harrison, Computer Science, Classwork, 63.46033414921136 
Harrison, Computer Science, Classwork, 40.757108739953125 
Harrison, Computer Science, Classwork, 99.51077796246784 
Harrison, Computer Science, Classwork, 44.22651611413572 
Harrison, Computer Science, Classwork, 71.26511580018374 
Harrison, Computer Science, Classwork, 95.87125511724952 
Harrison, Computer Science, Classwork, 71.23206936156421 
Harrison, Computer Science, Classwork, 67.92894039605136 
Harrison, Computer Science, Quiz, 70.8811974432858 
Harrison, Computer Science, Quiz, 55.05608357407377 
Harrison, Computer Science, Quiz, 98.00688553764674 
Harrison, Computer Science, Quiz, 80.5313803109234 
Harrison, Computer Science, Quiz, 83.28045508201922 
Harrison, Computer Science, Quiz, 67.91316731007674 
Harrison, Computer Science, Quiz, 63.05559455870055 
Harrison, Computer Science, Quiz, 86.17484500763108 
Harrison, Computer Science, Quiz, 73.73195507710429 
Harrison, Computer Science, Quiz, 57.50365637900187 
Harrison, Computer Science, Quiz, 49.34543447482716 
Harrison, Computer Science, Quiz, 71.41481660294212 
Harrison, Computer Science, Quiz, 70.3768409268415 
Harrison, Computer Science, Quiz, 75.09049099842008 
Harrison, Computer Science, Quiz, 99.98491222575032 
Harrison, Computer Science, Quiz, 49.618522018359954 
Harrison, Computer Science, Quiz, 83.58454700540497 
Harrison, Computer Science, Quiz, 81.02428815644913 
Harrison, Computer Science, Quiz, 91.45878892326841 
Harrison, Computer Science, Quiz, 71.7816743410085 
Harrison, Computer Science, Test, 44.1293226757741 
Harrison, Computer Science, Test, 56.9062366215762 
Harrison, Computer Science, Test, 88.33119567335955 
Harrison, Computer Science, Test, 91.52875898933992 
Harrison, Computer Science, Test, 86.88946662800906 
Harrison, Computer Science, Test, 45.9257253951873 
Harrison, Computer Science, Test, 62.89657478891259 
Harrison, Computer Science, Test, 91.9038749031298 
Harrison, Computer Science, Test, 81.7578731428483 
Harrison, Computer Science, Test, 91.50463718255415 
Harrison, Computer Science, Test, 42.502866371947185 
Harrison, Computer Science, Test, 87.14651078387485 
Harrison, Computer Science, Test, 95.1772606640705 
Harrison, Computer Science, Test, 81.36291050401884 
Harrison, Computer Science, Test, 44.08953157164397 
Harrison, Computer Science, Test, 88.9617922038207 
Harrison, Computer Science, Test, 84.34460109508046 
Harrison, Computer Science, Test, 86.82163621127899 
Harrison, Computer Science, Test, 69.39267326356223 
Harrison, Computer Science, Test, 76.1714094060986 
Harrison, Pre-algebra, Homework, 82.0633988897757 
Harrison, Pre-algebra, Homework, 94.0062157038953 
Harrison, Pre-algebra, Homework, 50.04156528588007 
Harrison, Pre-algebra, Homework, 71.18176498234646 
Harrison, Pre-algebra, Homework, 92.62201855687599 
Harrison, Pre-algebra, Homework, 92.97749396220078 
Harrison, Pre-algebra, Homework, 76.41905673859225 
Harrison, Pre-algebra, Homework, 88.18563476117555 
Harrison, Pre-algebra, Homework, 40.1487113237146 
Harrison, Pre-algebra, Homework, 76.87045225518739 
Harrison, Pre-algebra, Homework, 78.260912980453 
Harrison, Pre-algebra, Homework, 45.99073015509277 
Harrison, Pre-algebra, Homework, 64.99823309806872 
Harrison, Pre-algebra, Homework, 60.44110470361515 
Harrison, Pre-algebra, Homework, 79.59107942614509 
Harrison, Pre-algebra, Homework, 81.37457854341804 
Harrison, Pre-algebra, Homework, 40.00390425246718 
Harrison, Pre-algebra, Homework, 86.39611583632527 
Harrison, Pre-algebra, Homework, 79.62699961139114 
Harrison, Pre-algebra, Homework, 70.13075526841283 
Harrison, Pre-algebra, Classwork, 63.95951527523801 
Harrison, Pre-algebra, Classwork, 67.89129045104463 
Harrison, Pre-algebra, Classwork, 44.45650407700092 
Harrison, Pre-algebra, Classwork, 51.879803704983274 
Harrison, Pre-algebra, Classwork, 56.97420846211874 
Harrison, Pre-algebra, Classwork, 47.955860089509926 
Harrison, Pre-algebra, Classwork, 42.251376922654124 
Harrison, Pre-algebra, Classwork, 72.63574856737696 
Harrison, Pre-algebra, Classwork, 89.45102447394288 
Harrison, Pre-algebra, Classwork, 54.52664095144576 
Harrison, Pre-algebra, Classwork, 80.11290480454264 
Harrison, Pre-algebra, Classwork, 44.639625588737445 
Harrison, Pre-algebra, Classwork, 44.79149441342186 
Harrison, Pre-algebra, Classwork, 65.6018888349761 
Harrison, Pre-algebra, Classwork, 78.47160632246765 
Harrison, Pre-algebra, Classwork, 43.30983022879614 
Harrison, Pre-algebra, Classwork, 58.83279944339969 
Harrison, Pre-algebra, Classwork, 71.25130526667915 
Harrison, Pre-algebra, Classwork, 70.56576492143188 
Harrison, Pre-algebra, Classwork, 78.92539988322747 
Harrison, Pre-algebra, Quiz, 78.86659115625883 
Harrison, Pre-algebra, Quiz, 49.34114799669831 
Harrison, Pre-algebra, Quiz, 46.0547071103596 
Harrison, Pre-algebra, Quiz, 58.62082228092481 
Harrison, Pre-algebra, Quiz, 82.102436804554 
Harrison, Pre-algebra, Quiz, 61.374296613900256 
Harrison, Pre-algebra, Quiz, 78.46538843544425 
Harrison, Pre-algebra, Quiz, 61.27239504475312 
Harrison, Pre-algebra, Quiz, 44.196472106713486 
Harrison, Pre-algebra, Quiz, 77.47660898736555 
Harrison, Pre-algebra, Quiz, 99.8954034828862 
Harrison, Pre-algebra, Quiz, 44.00234479307505 
Harrison, Pre-algebra, Quiz, 56.35973359207266 
Harrison, Pre-algebra, Quiz, 86.87864539137328 
Harrison, Pre-algebra, Quiz, 78.28530798007856 
Harrison, Pre-algebra, Quiz, 86.9774518589511 
Harrison, Pre-algebra, Quiz, 91.36787555795922 
Harrison, Pre-algebra, Quiz, 89.80562304188999 
Harrison, Pre-algebra, Quiz, 57.621399424448015 
Harrison, Pre-algebra, Quiz, 57.45307532355673 
Harrison, Pre-algebra, Test, 87.58153778945572 
Harrison, Pre-algebra, Test, 42.837326802198355 
Harrison, Pre-algebra, Test, 54.66760619289409 
Harrison, Pre-algebra, Test, 83.54303133135055 
Harrison, Pre-algebra, Test, 62.17064397959617 
Harrison, Pre-algebra, Test, 74.60314791863416 
Harrison, Pre-algebra, Test, 96.88555782870156 
Harrison, Pre-algebra, Test, 55.05349979675704 
Harrison, Pre-algebra, Test, 71.23862761857661 
Harrison, Pre-algebra, Test, 91.456217791522 
Harrison, Pre-algebra, Test, 79.24408244674447 
Harrison, Pre-algebra, Test, 67.82502433361088 
Harrison, Pre-algebra, Test, 44.839605450009785 
Harrison, Pre-algebra, Test, 75.27473961260887 
Harrison, Pre-algebra, Test, 90.30858979705722 
Harrison, Pre-algebra, Test, 62.06005462724621 
Harrison, Pre-algebra, Test, 82.22902859436326 
Harrison, Pre-algebra, Test, 77.4256854921437 
Harrison, Pre-algebra, Test, 93.98894389735574 
Harrison, Pre-algebra, Test, 94.5451531222479 
Harrison, English, Homework, 68.23337234668031 
Harrison, English, Homework, 53.76508930103031 
Harrison, English, Homework, 62.87605001468265 
Harrison, English, Homework, 43.551958985499596 
Harrison, English, Homework, 69.40479389848534 
Harrison, English, Homework, 71.73916886205868 
Harrison, English, Homework, 61.72236330018494 
Harrison, English, Homework, 64.21760476284072 
Harrison, English, Homework, 61.3689926382964 
Harrison, English, Homework, 73.78230350245951 
Harrison, English, Homework, 54.961114349226534 
Harrison, English, Homework, 64.32254703762754 
Harrison, English, Homework, 57.51042305876781 
Harrison, English, Homework, 45.82186050586455 
Harrison, English, Homework, 73.44711560081132 
Harrison, English, Homework, 49.943550695830176 
Harrison, English, Homework, 75.3497843383918 
Harrison, English, Homework, 60.518257368449554 
Harrison, English, Homework, 98.34275614902774 
Harrison, English, Homework, 48.14189160430463 
Harrison, English, Classwork, 47.50411104300692 
Harrison, English, Classwork, 69.10528170764208 
Harrison, English, Classwork, 80.75307332602264 
Harrison, English, Classwork, 62.97484471662448 
Harrison, English, Classwork, 45.01069543729896 
Harrison, English, Classwork, 81.0213180958504 
Harrison, English, Classwork, 56.77250487750478 
Harrison, English, Classwork, 48.00335658864095 
Harrison, English, Classwork, 69.91366219041105 
Harrison, English, Classwork, 42.74502070593443 
Harrison, English, Classwork, 88.53509580075368 
Harrison, English, Classwork, 51.914361972761796 
Harrison, English, Classwork, 80.56950299993355 
Harrison, English, Classwork, 75.03713979040458 
Harrison, English, Classwork, 64.74454708079584 
Harrison, English, Classwork, 94.70664687841767 
Harrison, English, Classwork, 97.85424384421341 
Harrison, English, Classwork, 59.55689613795839 
Harrison, English, Classwork, 65.08503035757349 
Harrison, English, Classwork, 89.27364492181255 
Harrison, English, Quiz, 69.62900869163538 
Harrison, English, Quiz, 88.02839654018683 
Harrison, English, Quiz, 51.25207589855627 
Harrison, English, Quiz, 97.37790317497974 
Harrison, English, Quiz, 57.34519031852601 
Harrison, English, Quiz, 45.98549512950586 
Harrison, English, Quiz, 74.18197088149324 
Harrison, English, Quiz, 45.88291855475627 
Harrison, English, Quiz, 56.77592680675704 
Harrison, English, Quiz, 93.72214913388844 
Harrison, English, Quiz, 75.32177407490849 
Harrison, English, Quiz, 55.05506846327353 
Harrison, English, Quiz, 50.68773849904758 
Harrison, English, Quiz, 42.52318587543931 
Harrison, English, Quiz, 41.29756282991299 
Harrison, English, Quiz, 94.15332436197767 
Harrison, English, Quiz, 69.80074250084647 
Harrison, English, Quiz, 40.756963094539536 
Harrison, English, Quiz, 98.59427494904928 
Harrison, English, Quiz, 88.45736253305222 
Harrison, English, Test, 85.27689422803294 
Harrison, English, Test, 46.01788650071638 
Harrison, English, Test, 85.86454546716175 
Harrison, English, Test, 99.83824440658529 
Harrison, English, Test, 60.508961012397315 
Harrison, English, Test, 89.90639163787489 
Harrison, English, Test, 78.71307378352344 
Harrison, English, Test, 86.83374113373901 
Harrison, English, Test, 73.14702948642159 
Harrison, English, Test, 73.69281279166293 
Harrison, English, Test, 84.65197170989504 
Harrison, English, Test, 61.58607380522666 
Harrison, English, Test, 59.60214169873463 
Harrison, English, Test, 75.45007172062384 
Harrison, English, Test, 76.57824038371504 
Harrison, English, Test, 95.57756248813945 
Harrison, English, Test, 71.25105535073924 
Harrison, English, Test, 98.73488988663782 
Harrison, English, Test, 50.13978929061355 
Harrison, English, Test, 78.50948301851443 
Harrison, Social Studies, Homework, 66.23504189829943 
Harrison, Social Studies, Homework, 82.18920078038138 
Harrison, Social Studies, Homework, 47.00480740958511 
Harrison, Social Studies, Homework, 88.26676056315657 
Harrison, Social Studies, Homework, 53.943532168033954 
Harrison, Social Studies, Homework, 92.85024336568816 
Harrison, Social Studies, Homework, 57.94242711423519 
Harrison, Social Studies, Homework, 54.77999271382005 
Harrison, Social Studies, Homework, 80.20141984388582 
Harrison, Social Studies, Homework, 62.04208586663536 
Harrison, Social Studies, Homework, 45.603259550484694 
Harrison, Social Studies, Homework, 70.54703245863884 
Harrison, Social Studies, Homework, 80.5348725079355 
Harrison, Social Studies, Homework, 53.304829855117376 
Harrison, Social Studies, Homework, 48.38196377962423 
Harrison, Social Studies, Homework, 67.18775293722697 
Harrison, Social Studies, Homework, 45.11190349062964 
Harrison, Social Studies, Homework, 55.680094731679766 
Harrison, Social Studies, Homework, 79.43137627506886 
Harrison, Social Studies, Homework, 95.20054901038623 
Harrison, Social Studies, Classwork, 44.709894358840586 
Harrison, Social Studies, Classwork, 65.08921857104326 
Harrison, Social Studies, Classwork, 99.88023295261912 
Harrison, Social Studies, Classwork, 47.80575837104883 
Harrison, Social Studies, Classwork, 81.74553307540853 
